"Season","Name","Team","G","AB","PA","H","R","RBI","HR","BB","SO","IBB","AVG","OBP","SLG","OPS","wRC+","WAR","OBP+","TTO%","playerid"
"2009","David Wright","Mets","144","535","618","164","88","72","10","74","140","8",".307",".390",".447",".837","125","3.2","115","36.3 %","3787"
"1999","Jose Offerman","Red Sox","149","586","693","172","107","69","8","96","79","5",".294",".391",".435",".826","113","2.8","112","26.4 %","205"
"2011","Kevin Youkilis","Red Sox","120","431","517","111","68","80","17","68","100","3",".258",".373",".459",".833","126","3.5","115","35.8 %","1935"
"2015","Ryan Braun","Brewers","140","506","568","144","87","84","25","54","115","4",".285",".356",".498",".854","131","3.2","110","34.2 %","3410"
"1995","Marty Cordova","Twins","137","512","579","142","81","84","24","52","111","1",".277",".352",".486",".839","114","3.6","102","32.3 %","132"
"1999","Ben Grieve","Athletics","148","486","558","129","80","86","28","63","108","2",".265",".358",".481",".840","116","0.5","103","35.7 %","1209"
"2007","Nick Markakis","Orioles","161","637","710","191","97","112","23","61","112","5",".300",".362",".485",".848","121","4.1","107","27.6 %","5930"
"1997","Paul Sorrento","Mariners","146","457","513","123","68","80","31","51","112","9",".269",".345",".514",".859","118","2.3","101","37.8 %","1012282"
"2017","Yonder Alonso","- - -","142","451","521","120","72","67","28","68","118","6",".266",".365",".501",".866","133","2.4","112","41.1 %","2530"
"1997","Geronimo Berroa","- - -","156","561","648","159","88","90","26","76","120","4",".283",".369",".467",".836","120","0.8","108","34.3 %","1000900"
"2017","Buster Posey","Giants","140","494","568","158","62","67","12","61","66","13",".320",".400",".462",".861","127","4.8","120","24.5 %","9166"
"2013","Daniel Nava","Red Sox","134","458","536","139","77","66","12","51","93","2",".303",".385",".445",".831","127","2.7","120","29.1 %","5450"
"2008","Carlos Delgado","Mets","159","598","686","162","96","115","38","72","124","19",".271",".353",".518",".871","123","2.4","104","34.1 %","1297"
"2002","Torii Hunter","Twins","148","561","604","162","89","94","29","35","118","3",".289",".334",".524",".859","122","4.2","101","30.1 %","731"
"2004","Jeff Bagwell","Astros","156","572","679","152","104","89","27","96","131","6",".266",".377",".465",".842","118","3.6","110","37.4 %","547"
"2012","David Freese","Cardinals","144","501","567","147","70","79","20","57","122","2",".293",".372",".467",".839","132","3.7","114","35.1 %","9549"
"1996","Eric Young","Rockies","141","568","643","184","113","74","8","47","31","1",".324",".393",".421",".814","99","2.8","116","13.4 %","716"
"2007","Chone Figgins","Angels","115","442","503","146","81","58","3","51","81","0",".330",".393",".432",".825","122","4.0","116","26.8 %","1580"
"2012","Ben Zobrist","Rays","157","560","668","151","88","74","20","97","103","7",".270",".377",".471",".848","137","5.7","118","32.9 %","7435"
"2010","Jay Bruce","Reds","148","509","573","143","80","70","25","58","136","5",".281",".353",".493",".846","124","5.1","106","38.2 %","9892"
"2003","Alfonso Soriano","Yankees","156","682","734","198","114","91","38","38","130","7",".290",".338",".525",".863","124","5.1","101","28.1 %","847"
"2014","Josh Harrison","Pirates","143","520","550","164","77","52","13","22","81","1",".315",".347",".490",".837","137","4.8","108","21.1 %","8202"
"2018","Khris Davis","Athletics","151","576","654","142","98","123","48","59","175","5",".247",".326",".549",".874","135","2.6","102","43.1 %","9112"
"1999","Dean Palmer","Tigers","150","560","631","147","92","100","38","57","153","3",".263",".339",".518",".857","112","1.5","98","39.3 %","482"
"1997","Ivan Rodriguez","Rangers","150","597","648","187","98","77","20","38","89","7",".313",".360",".484",".844","113","6.2","106","22.7 %","1275"
"1998","Carl Everett","Astros","133","467","519","138","72","76","15","44","102","2",".296",".359",".482",".840","126","3.6","106","31.0 %","1249"
"2015","Shin-Soo Choo","Rangers","149","555","653","153","94","82","22","76","147","1",".276",".375",".463",".838","128","3.4","118","37.5 %","3174"
"2002","Eric Hinske","Blue Jays","151","566","650","158","99","84","24","77","138","5",".279",".365",".481",".845","121","4.8","110","36.8 %","1305"
"2000","Ben Grieve","Athletics","158","594","675","166","92","104","27","73","130","2",".279",".359",".487",".845","115","2.2","103","34.1 %","1209"
"2001","Craig Biggio","Astros","155","617","717","180","118","70","20","66","100","4",".292",".382",".455",".838","116","2.8","112","25.9 %","549"
"2005","Placido Polanco","- - -","129","501","551","166","84","56","9","33","25","0",".331",".383",".447",".830","124","5.4","115","12.2 %","1176"
"1999","Preston Wilson","Marlins","149","482","543","135","67","71","26","46","156","3",".280",".350",".502",".852","115","0.7","100","42.0 %","545"
"2004","Brian Giles","Padres","159","609","711","173","97","94","23","89","80","6",".284",".374",".475",".849","127","5.0","110","27.0 %","990"
"1999","Andruw Jones","Braves","162","592","679","163","97","84","26","76","103","11",".275",".365",".483",".848","112","6.9","104","30.2 %","96"
"2010","Alex Rodriguez","Yankees","137","522","595","141","74","125","30","59","98","1",".270",".341",".506",".847","125","4.0","104","31.4 %","1274"
"2006","Adrian Gonzalez","Padres","156","570","631","173","83","82","24","52","113","9",".304",".362",".500",".862","126","2.9","106","30.0 %","1908"
"2013","Brandon Belt","Giants","150","509","571","147","76","67","17","52","125","4",".289",".360",".481",".841","140","4.2","111","34.0 %","10264"
"2003","Eric Chavez","Athletics","156","588","654","166","94","101","29","62","89","10",".282",".350",".514",".864","123","4.1","105","27.5 %","906"
"2006","Freddy Sanchez","Pirates","157","582","632","200","85","85","6","31","52","6",".344",".378",".473",".851","119","4.6","110","14.1 %","1624"
"1998","Todd Walker","Twins","143","528","581","167","85","62","12","47","65","9",".316",".372",".473",".845","114","0.9","109","21.3 %","359"
"2005","Mike Sweeney","Royals","122","470","514","141","63","83","21","33","61","7",".300",".347",".517",".864","122","1.7","105","22.4 %","634"
"1996","Ray Lankford","Cardinals","149","545","635","150","100","86","21","79","133","10",".275",".366",".486",".852","122","5.5","108","36.7 %","1044"
"2007","Kelly Johnson","Braves","147","521","608","144","91","68","16","79","117","3",".276",".375",".457",".831","118","3.4","109","34.9 %","2234"
"2008","Nate McLouth","Pirates","152","597","685","165","113","94","26","65","93","11",".276",".356",".497",".853","121","3.8","105","26.9 %","3190"
"2001","Eric Chavez","Athletics","151","552","604","159","91","114","32","41","99","9",".288",".338",".540",".878","125","5.5","101","28.5 %","906"
"2004","Aubrey Huff","Devil Rays","157","600","667","178","92","104","29","56","74","6",".297",".360",".493",".853","120","4.5","106","23.8 %","1213"
"1998","Travis Fryman","Indians","146","557","608","160","74","96","28","44","125","0",".287",".340",".504",".845","115","2.6","100","32.4 %","385"
"1997","Damion Easley","Tigers","151","527","620","139","97","72","22","68","102","3",".264",".362",".471",".833","116","2.4","106","31.0 %","464"
"2003","Tim Salmon","Angels","148","528","621","145","78","72","19","77","93","3",".275",".374",".464",".838","124","2.3","112","30.4 %","32"
"2010","Victor Martinez","Red Sox","127","493","538","149","64","79","20","40","52","5",".302",".351",".493",".844","122","3.3","107","20.8 %","393"
"1996","Bobby Bonilla","Orioles","159","595","693","171","107","116","28","75","85","7",".287",".363",".491",".853","112","1.0","104","27.1 %","1001168"
"2004","Ray Durham","Giants","120","471","542","133","95","65","17","57","60","3",".282",".364",".484",".848","120","3.1","107","24.7 %","230"
"2013","Carlos Santana","Indians","154","541","642","145","75","74","20","93","110","6",".268",".377",".455",".832","132","2.5","117","34.7 %","2396"
"2002","Jacque Jones","Twins","149","577","626","173","96","85","27","37","129","2",".300",".341",".511",".852","121","5.0","103","30.8 %","735"
"2006","Josh Willingham","Marlins","142","502","573","139","62","74","26","54","109","2",".277",".356",".496",".852","120","1.9","104","33.0 %","2103"
"2007","Troy Tulowitzki","Rockies","155","609","682","177","104","99","24","57","130","3",".291",".359",".479",".838","109","5.2","105","30.9 %","3531"
"2000","Richie Sexson","- - -","148","537","607","146","89","91","30","59","159","2",".272",".349",".499",".848","110","1.6","100","40.9 %","709"
"2007","Carlos Guillen","Tigers","151","564","630","167","86","102","21","55","93","10",".296",".357",".502",".859","120","3.3","106","26.8 %","1079"
"2011","Ian Kinsler","Rangers","155","620","723","158","121","77","32","89","71","2",".255",".355",".477",".832","123","7.3","110","26.6 %","6195"
"2017","Corey Seager","Dodgers","145","539","613","159","85","77","22","67","131","5",".295",".375",".479",".854","127","5.9","112","35.9 %","13624"
"2013","Marlon Byrd","- - -","147","532","579","155","75","88","24","31","144","2",".291",".336",".511",".847","137","4.0","104","34.4 %","950"
"2015","Kendrys Morales","Royals","158","569","639","165","81","106","22","58","103","4",".290",".362",".485",".847","131","2.1","114","28.6 %","8610"
"2000","John Olerud","Mariners","159","565","683","161","84","103","14","102","96","11",".285",".392",".439",".831","115","3.6","112","31.0 %","1093"
"2007","Dustin Pedroia","Red Sox","139","520","581","165","86","50","8","47","42","1",".317",".380",".442",".823","117","3.7","112","16.7 %","8370"
"1998","David Segui","Mariners","143","522","580","159","79","84","19","49","80","4",".305",".359",".487",".845","116","2.9","105","25.5 %","169"
"2017","Joey Gallo","Rangers","145","449","532","94","85","80","41","75","196","1",".209",".333",".537",".869","121","2.8","103","58.7 %","14128"
"2008","Brian Roberts","Orioles","155","611","704","181","107","57","9","82","104","3",".296",".378",".450",".828","119","4.8","112","27.7 %","166"
"2002","Eric Chavez","Athletics","153","585","653","161","87","109","34","65","119","13",".275",".348",".513",".860","125","5.7","105","33.4 %","906"
"1998","Fernando Vina","Brewers","159","637","722","198","101","45","7","54","46","2",".311",".386",".427",".813","119","3.1","114","14.8 %","1189"
"2015","Carlos Gonzalez","Rockies","153","554","608","150","87","97","40","46","133","6",".271",".325",".540",".864","116","2.8","100","36.0 %","7287"
"2002","Garret Anderson","Angels","158","638","678","195","93","123","29","30","80","11",".306",".332",".539",".871","123","3.7","100","20.5 %","2"
"2002","Carlos Beltran","Royals","162","637","722","174","114","105","29","71","135","1",".273",".346",".501",".847","117","5.4","104","32.6 %","589"
"2012","Miguel Montero","Diamondbacks","141","486","573","139","65","88","15","73","130","6",".286",".391",".438",".829","125","5.9","120","38.1 %","3364"
"1997","Jay Bell","Royals","153","573","660","167","89","92","21","71","101","2",".291",".368",".461",".829","116","5.4","108","29.2 %","48"
"2010","Vladimir Guerrero","Rangers","152","593","643","178","83","115","29","35","60","5",".300",".345",".496",".841","119","1.1","105","19.3 %","778"
"2014","Justin Upton","Braves","154","566","641","153","77","102","29","60","171","1",".270",".342",".491",".833","133","3.7","107","40.6 %","5222"
"2010","Vernon Wells","Blue Jays","157","590","646","161","79","88","31","50","84","5",".273",".331",".515",".847","126","3.7","101","25.5 %","1326"
"1996","Carlos Delgado","Blue Jays","138","488","563","132","68","92","25","58","139","2",".270",".353",".490",".843","111","1.6","101","39.4 %","1297"
"2018","Jose Altuve","Astros","137","534","599","169","84","61","13","55","79","4",".316",".386",".451",".837","135","4.9","121","24.5 %","5417"
"2003","Jason Varitek","Red Sox","142","451","521","123","63","85","25","51","106","8",".273",".351",".512",".863","120","3.8","105","34.9 %","217"
"2013","Allen Craig","Cardinals","134","508","563","160","71","97","13","40","100","2",".315",".373",".457",".830","134","2.5","116","27.2 %","3433"
"2006","Adam Dunn","Reds","160","561","683","131","99","92","40","112","194","12",".234",".365",".490",".855","115","1.5","106","50.7 %","319"
"2003","Jason Kendall","Pirates","150","587","666","191","84","58","6","49","40","3",".325",".399",".416",".815","119","4.2","117","14.3 %","993"
"2018","Rhys Hoskins","Phillies","153","558","660","137","89","96","34","87","150","2",".246",".354",".496",".850","129","2.9","108","41.1 %","16472"
"2007","Josh Willingham","Marlins","144","521","604","138","75","89","21","66","122","1",".265",".364",".463",".827","117","1.8","106","34.6 %","2103"
"2015","Buster Posey","Giants","150","557","623","177","74","95","19","56","52","10",".318",".379",".470",".849","135","6.5","117","20.4 %","9166"
"2012","Paul Goldschmidt","Diamondbacks","145","514","587","147","82","82","20","60","130","4",".286",".359",".490",".850","124","2.7","110","35.8 %","9218"
"2009","Nelson Cruz","Rangers","128","462","515","120","75","76","33","49","118","6",".260",".332",".524",".856","114","3.0","99","38.8 %","2434"
"1999","Todd Zeile","Rangers","156","588","656","172","80","98","24","56","94","3",".293",".354",".488",".842","109","2.5","102","26.5 %","457"
"2013","Carlos Gomez","Brewers","147","536","590","152","80","73","24","37","146","2",".284",".338",".506",".843","128","6.7","105","35.1 %","4881"
"2002","Carlos Lee","White Sox","140","492","576","130","82","80","26","75","73","4",".264",".359",".484",".843","120","2.0","108","30.2 %","243"
"1998","Bobby Higginson","Tigers","157","612","686","174","92","85","25","63","101","2",".284",".355",".480",".835","115","2.3","104","27.6 %","469"
"2018","Nicholas Castellanos","Tigers","157","620","678","185","88","89","23","49","151","5",".298",".354",".500",".854","130","3.0","111","32.9 %","11737"
"2006","Scott Hatteberg","Reds","141","456","539","132","62","51","13","74","41","3",".289",".389",".436",".826","114","2.1","113","23.8 %","916"
"2002","Brad Wilkerson","Expos","153","507","603","135","92","59","20","81","161","7",".266",".370",".469",".840","118","1.8","109","43.5 %","804"
